Race,Lap,Position,Overtaker,Overtakee,Live,Turn
Belgium,6,17,Grosjean,Magnussen,,
Belgium,7,11,Kvyat,Leclerc,Yes,Les Combes
Belgium,8,18,Latifi,Magnussen,,Les Combes
Belgium,16,12,Raikkonen,Vettel,Replay,Les Combes
Belgium,17,5,Ricciardo,Perez,Yes,Les Combes
Belgium,17,6,Albon,Perez,Yes,Bus Stop
Belgium,21,4,Ricciardo,Gasly,Yes,Les Combes
Belgium,23,16,Perez,Latifi,,
Belgium,24,5,Albon,Gasly,Yes,Les Combes
Belgium,24,14,Perez,Magnussen,,
Belgium,26,6,Ocon,Gasly,Yes,Les Combes
Belgium,26,13,Perez,Grosjean,,
Belgium,28,15,Gasly,Latifi,,
Belgium,29,11,Perez,Vettel,Yes,Les Combes
Belgium,29,14,Gasly,Magnussen,,
Belgium,30,13,Gasly,Grosjean,Yes,Les Combes
Belgium,32,12,Gasly,Vettel,Yes,Les Combes
Belgium,33,10,Perez,Raikkonen,Yes,Les Combes
Belgium,34,11,Gasly,Raikkonen,Yes,Les Combes
Belgium,35,15,Leclerc,Magnussen,Yes,Les Combes
Belgium,36,9,Perez,Kvyat,Yes,Les Combes
Belgium,37,7,Norris,Stroll,Yes,Les Combes
Belgium,40,9,Gasly,Perez,Replay,Les Combes
Belgium,43,8,Gasly,Stroll,,
Belgium,44,5,Ocon,Albon,Yes,Les Combes
Belgium,44,14,Leclerc,Grosjean,,
Italy,2,7,Stroll,Verstappen,Yes,1
Italy,2,17,Vettel,Russell,,1
Italy,3,7,Verstappen,Stroll,Yes,1
Italy,4,14,Albon,Giovinazzi,,4
Italy,17,13,Albon,Leclerc,Yes,4
Italy,24,4,Leclerc,Giovinazzi,Yes,1
Italy,24,5,Leclerc,Raikkonen,Yes,1
Italy,24,5,Raikkonen,Giovinazzi,Yes,3
Italy,24,7,Sainz,Latifi,Yes,1
Italy,24,8,Norris,Latifi,,4
Italy,24,9,Bottas,Latifi,Background,4
Italy,24,12,Verstappen,Perez,Background,1
Italy,24,15,Russell,Perez,,3
Italy,24,15,Perez,Russell,,4
Italy,24,17,Albon,Grosjean,Background,4
Italy,29,4,Sainz,Stroll,Yes,1
Italy,29,11,Perez,Latifi,,4
Italy,29,13,Grosjean,Verstappen,,4
Italy,34,2,Sainz,Raikkonen,Yes,1
Italy,35,3,Stroll,Raikkonen,Yes,4
Italy,36,4,Norris,Raikkonen,Yes,1
Italy,37,5,Bottas,Raikkonen,Yes,1
Italy,38,6,Ricciardo,Raikkonen,Yes,1
Italy,40,14,Hamilton,Albon,Yes,4
Italy,41,13,Hamilton,Russell,Yes,1
Italy,42,12,Hamilton,Grosjean,Yes,1
Italy,43,7,Ocon,Raikkonen,Yes,4
Italy,44,8,Kvyat,Raikkonen,Yes,1
Italy,45,11,Hamilton,Latifi,PiP,4
Italy,46,9,Perez,Raikkonen,,4
Italy,46,10,Hamilton,Raikkonen,Yes,8
Italy,49,9,Hamilton,Perez,PiP,1
Italy,51,8,Hamilton,Kvyat,Yes,4
Italy,52,11,Latifi,Raikkonen,,1
Italy,53,7,Hamilton,Ocon,,1
Italy,53,12,Grosjean,Raikkonen,,4
Tuscany,11,10,Russell,Raikkonen,,
Tuscany,11,12,Vettel,Grosjean,Replay,San Donato
Tuscany,15,5,Ricciardo,Perez,Yes,San Donato
Tuscany,16,11,Vettel,Raikkonen,Replay,San Donato
Tuscany,18,3,Stroll,Leclerc,Yes,San Donato
Tuscany,18,6,Albon,Perez,Replay,San Donato
Tuscany,19,4,Ricciardo,Leclerc,Yes,San Donato
Tuscany,20,5,Albon,Leclerc,Yes,San Donato
Tuscany,21,6,Perez,Leclerc,Yes,San Donato
Tuscany,26,12,Leclerc,Grosjean,Yes,San Donato
Tuscany,28,5,Norris,Perez,Yes,San Donato
Tuscany,30,6,Perez,Leclerc,,San Donato
Tuscany,33,7,Norris,Leclerc,Yes,San Donato
Tuscany,34,12,Raikkonen,Grosjean,Yes,San Donato
Tuscany,48,2,Bottas,Ricciardo,Yes,San Donato
Tuscany,49,9,Leclerc,Grosjean,,Finish Line
Tuscany,51,3,Albon,Ricciardo,Yes,San Donato
Tuscany,51,10,Vettel,Grosjean,,San Donato
Tuscany,51,11,Russell,Grosjean,Yes,Finish Line
Russia,6,15,Russell,Raikkonen,,2
Russia,6,15,Raikkonen,Russell,,4
Russia,6,17,Norris,Albon,Replay,13
Russia,8,10,Kvyat,Grosjean,Yes,13
Russia,9,14,Raikkonen,Latifi,Yes,7
Russia,10,16,Norris,Russell,Replay,18
Russia,11,16,Russell,Norris,Yes,2
Russia,11,17,Albon,Norris,Yes,2
Russia,12,16,Albon,Russell,Yes,14
Russia,13,9,Kvyat,Magnussen,,
Russia,13,17,Norris,Russell,Yes,2
Russia,15,5,Perez,Ricciardo,Yes,3
Russia,16,15,Albon,Latifi,Yes,4
Russia,16,16,Norris,Latifi,Replay,13
Russia,19,7,Hamilton,Vettel,Yes,2
Russia,20,9,Ricciardo,Raikkonen,Replay,2
Russia,27,3,Verstappen,Kvyat,Yes,2
Russia,27,7,Ricciardo,Vettel,Yes,11
Russia,28,8,Ocon,Vettel,Yes,2
Russia,34,9,Gasly,Raikkonen,Yes,2
Russia,36,16,Raikkonen,Latifi,,2
Russia,37,13,Albon,Giovinazzi,Yes,13
Russia,39,12,Albon,Grosjean,Yes,2
Russia,40,13,Giovinazzi,Grosjean,Yes,2
Russia,41,14,Vettel,Grosjean,Yes,2
Russia,42,11,Albon,Magnussen,Replay,2
Russia,42,15,Raikkonen,Grosjean,,
Russia,45,10,Gasly,Albon,Yes,13
Russia,47,9,Gasly,Norris,Yes,2
Russia,48,11,Giovinazzi,Magnussen,Yes,3
Russia,48,17,Grosjean,Russell,,
Eifel,2,13,Magnussen,Gasly,,4
Eifel,9,4,Ricciardo,Leclerc,Yes,2
Eifel,11,10,Gasly,Magnussen,Background,1
Eifel,11,15,Albon,Grosjean,,
Eifel,12,14,Albon,Latifi,,
Eifel,12,18,Russell,Vettel,,
Eifel,13,1,Hamilton,Bottas,Yes,2
Eifel,13,11,Kvyat,Magnussen,,2
Eifel,13,12,Albon,Magnussen,,
Eifel,13,13,Albon,Hulkenberg,,
Eifel,13,16,Leclerc,Grosjean,,
Eifel,13,18,Vettel,Russell,Replay,1
Eifel,14,9,Gasly,Giovinazzi,,
Eifel,15,3,Bottas,Ricciardo,Yes,13
Eifel,16,10,Albon,Kvyat,Yes,15
Eifel,18,7,Ricciardo,Gasly,,13
Eifel,20,10,Leclerc,Hulkenberg,Replay,1
Eifel,28,7,Leclerc,Gasly,Yes,1
Eifel,29,6,Gasly,Perez,Yes,2
Eifel,29,6,Perez,Gasly,,13
Eifel,30,5,Perez,Norris,Yes,13
Eifel,32,13,Hulkenberg,Latifi,,1
Eifel,33,4,Perez,Leclerc,Yes,15
Eifel,33,14,Grosjean,Latifi,,
Eifel,34,4,Leclerc,Perez,Yes,1
Eifel,34,4,Perez,Leclerc,Yes,13
Eifel,34,11,Gasly,Magnussen,,
Eifel,34,12,Hulkenberg,Magnussen,,
Eifel,38,8,Leclerc,Raikkonen,Yes,1
Eifel,38,9,Gasly,Raikkonen,Yes,13
Eifel,39,7,Leclerc,Vettel,Yes,1
Eifel,39,10,Hulkenberg,Raikkonen,,2
Eifel,40,8,Gasly,Vettel,Yes,3
Eifel,41,9,Hulkenberg,Vettel,Yes,1
Eifel,50,7,Gasly,Grosjean,Yes,1
Eifel,50,8,Hulkenberg,Grosjean,,
Eifel,51,6,Gasly,Leclerc,Yes,1
Eifel,53,12,Vettel,Latifi,Replay,1
Eifel,53,13,Raikkonen,Latifi,,7
Eifel,55,11,Vettel,Magnussen,Yes,2
Eifel,55,12,Raikkonen,Magnussen,Yes,7
Portugal,2,1,Sainz,Bottas,Yes,6
Portugal,2,6,Raikkonen,Leclerc,Yes,1
Portugal,2,7,Ricciardo,Leclerc,Background,3
Portugal,2,9,Gasly,Albon,Background,3
Portugal,2,10,Stroll,Albon,,5
Portugal,2,11,Ocon,Albon,,6
Portugal,2,15,Grosjean,Vettel,,1
Portugal,2,17,Latifi,Magnussen,,5
Portugal,3,11,Albon,Ocon,,1
Portugal,3,16,Latifi,Vettel,,1
Portugal,3,16,Vettel,Latifi,,6
Portugal,5,4,Verstappen,Norris,Yes,1
Portugal,5,18,Kvyat,Magnussen,,1
Portugal,6,1,Bottas,Sainz,Yes,1
Portugal,6,7,Leclerc,Ricciardo,,
Portugal,7,2,Hamilton,Sainz,Yes,1
Portugal,7,15,Vettel,Grosjean,,
Portugal,7,17,Kvyat,Latifi,,
Portugal,8,3,Verstappen,Sainz,Yes,1
Portugal,8,6,Leclerc,Raikkonen,,1
Portugal,9,5,Leclerc,Norris,Yes,1
Portugal,9,7,Ricciardo,Raikkonen,Replay,1
Portugal,9,16,Kvyat,Grosjean,,
Portugal,10,8,Gasly,Raikkonen,Yes,1
Portugal,11,7,Gasly,Ricciardo,Replay,1
Portugal,11,9,Stroll,Raikkonen,Replay,1
Portugal,12,4,Leclerc,Sainz,Yes,1
Portugal,12,10,Ocon,Albon,Yes,1
Portugal,12,13,Vettel,Giovinazzi,Yes,1
Portugal,13,6,Gasly,Norris,Yes,1
Portugal,13,8,Stroll,Ricciardo,Replay,1
Portugal,13,17,Magnussen,Latifi,,
Portugal,13,18,Perez,Latifi,,
Portugal,14,12,Vettel,Russell,,1
Portugal,15,16,Perez,Magnussen,,
Portugal,16,15,Perez,Grosjean,,
Portugal,20,1,Hamilton,Bottas,Yes,1
Portugal,20,5,Gasly,Sainz,,1
Portugal,21,11,Perez,Kvyat,Yes,1
Portugal,23,10,Perez,Giovinazzi,Yes,1
Portugal,24,11,Kvyat,Giovinazzi,,
Portugal,25,9,Perez,Russell,,1
Portugal,28,9,Ricciardo,Magnussen,Yes,1
Portugal,28,11,Raikkonen,Magnussen,Yes,5
Portugal,30,8,Ricciardo,Gasly,Yes,1
Portugal,30,11,Sainz,Magnussen,Background,1
Portugal,31,12,Albon,Magnussen,,1
Portugal,32,10,Sainz,Raikkonen,Yes,1
Portugal,32,10,Raikkonen,Sainz,Yes,3
Portugal,32,10,Sainz,Raikkonen,Yes,5
Portugal,32,10,Raikkonen,Sainz,Yes,7
Portugal,33,10,Sainz,Raikkonen,Yes,1
Portugal,33,18,Latifi,Magnussen,,1
Portugal,34,5,Perez,Ocon,Yes,8
Portugal,37,14,Giovinazzi,Russell,,7
Portugal,37,18,Magnussen,Latifi,,1
Portugal,37,18,Latifi,Magnussen,,3
Portugal,38,18,Magnussen,Latifi,,1
Portugal,41,16,Kvyat,Grosjean,Background,1
Portugal,45,7,Gasly,Ricciardo,Yes,1
Portugal,47,8,Sainz,Ricciardo,Yes,1
Portugal,51,13,Russell,Giovinazzi,,1
Portugal,53,16,Norris,Grosjean,,
Portugal,54,10,Vettel,Raikkonen,Yes,1
Portugal,54,15,Norris,Kvyat,,1
Portugal,55,14,Norris,Giovinazzi,,1
Portugal,58,13,Norris,Russell,Yes,7
Portugal,64,5,Gasly,Perez,Yes,1
Portugal,65,6,Sainz,Perez,Yes,1
Emilia-Romagna,6,9,Sainz,Norris,Yes,Tamburello
Emilia-Romagna,27,8,Ricciardo,Magnussen,Yes,Tamburello
Emilia-Romagna,27,9,Leclerc,Magnussen,Yes,Piratella
Emilia-Romagna,36,17,Stroll,Magnussen,,Tamburello
Emilia-Romagna,43,2,Verstappen,Bottas,Yes,Tamburello
Emilia-Romagna,44,13,Vettel,Giovinazzi,,Tamburello
Emilia-Romagna,58,4,Kvyat,Leclerc,Yes,Piratella
Emilia-Romagna,58,5,Kvyat,Albon,Background,Tamburello
Emilia-Romagna,58,6,Perez,Albon,Yes,Villeneuve
Emilia-Romagna,58,6,Kvyat,Perez,Background,Tamburello
Turkey,2,17,Bottas,Russell,,1
Turkey,3,16,Bottas,Grosjean,,7
Turkey,3,19,Ocon,Latifi,,7
Turkey,8,12,Gasly,Kvyat,,12
Turkey,8,17,Leclerc,Ocon,,12
Turkey,9,13,Leclerc,Russell,Replay,10
Turkey,10,14,Bottas,Ocon,,12
Turkey,11,10,Leclerc,Raikkonen,,7
Turkey,12,11,Russell,Raikkonen,,11
Turkey,12,12,Bottas,Raikkonen,,11
Turkey,13,9,Leclerc,Magnussen,,1
Turkey,14,17,Ocon,Grosjean,,12
Turkey,15,5,Albon,Hamilton,Yes,13
Turkey,15,11,Bottas,Russell,,12
Turkey,15,11,Russell,Bottas,,13
Turkey,16,4,Albon,Vettel,Replay,7
Turkey,16,12,Norris,Raikkonen,,12
Turkey,24,11,Norris,Russell,Replay,14
Turkey,27,10,Norris,Magnussen,Yes,12
Turkey,29,13,Gasly,Raikkonen,,11
Turkey,32,6,Sainz,Ricciardo,Yes,11
Turkey,34,15,Russell,Gasly,,2
Turkey,36,14,Gasly,Russell,Foreground,12
Turkey,37,1,Hamilton,Perez,Yes,12
Turkey,39,4,Vettel,Stroll,Yes,11
Turkey,39,4,Stroll,Vettel,Yes,12
Turkey,39,4,Vettel,Stroll,Yes,13
Turkey,39,5,Leclerc,Stroll,Yes,13
Turkey,39,6,Leclerc,Albon,Yes,12
Turkey,39,15,Raikkonen,Russell,,12
Turkey,40,4,Leclerc,Vettel,Yes,12
Turkey,40,6,Albon,Stroll,Replay,12
Turkey,41,7,Sainz,Stroll,Yes,13
Turkey,43,3,Leclerc,Verstappen,Yes,12
Turkey,44,5,Sainz,Albon,Yes,12
Turkey,46,13,Gasly,Bottas,,7
Turkey,49,14,Bottas,Raikkonen,,6
Turkey,52,6,Verstappen,Albon,Yes,12
Turkey,56,8,Norris,Stroll,Yes,3
Turkey,58,2,Leclerc,Perez,Replay,10
Turkey,58,2,Perez,Leclerc,Yes,12
Turkey,58,3,Vettel,Leclerc,Yes,13
Bahrain,9,8,Sainz,Ricciardo,Yes,11
Bahrain,9,9,Sainz,Gasly,Background,4
Bahrain,9,12,Latifi,Raikkonen,,
Bahrain,9,12,Raikkonen,Latifi,,
Bahrain,9,13,Russell,Latifi,,
Bahrain,10,12,Russell,Raikkonen,Background,1
Bahrain,12,7,Sainz,Leclerc,Yes,1
Bahrain,12,8,Ricciardo,Leclerc,Yes,8
Bahrain,12,15,Bottas,Vettel,,1
Bahrain,13,9,Gasly,Leclerc,Yes,4
Bahrain,14,14,Bottas,Latifi,Yes,4
Bahrain,18,14,Ocon,Vettel,Yes,11
Bahrain,18,15,Ricciardo,Vettel,Yes,14
Bahrain,19,10,Norris,Latifi,Yes,4
Bahrain,19,13,Ocon,Magnussen,,10
Bahrain,19,14,Ricciardo,Magnussen,,
Bahrain,20,11,Ocon,Latifi,Yes,4
Bahrain,20,12,Ocon,Giovinazzi,Background,1
Bahrain,20,12,Ricciardo,Latifi,Yes,11
Bahrain,20,13,Ricciardo,Giovinazzi,Yes,8
Bahrain,22,5,Albon,Leclerc,Yes,1
Bahrain,22,17,Vettel,Latifi,,4
Bahrain,23,3,Perez,Gasly,Yes,1
Bahrain,24,4,Albon,Gasly,Yes,1
Bahrain,25,6,Norris,Bottas,Yes,1
Bahrain,25,11,Leclerc,Magnussen,,10
Bahrain,26,7,Sainz,Ricciardo,Yes,4
Bahrain,26,13,Bottas,Kvyat,,11
Bahrain,27,6,Sainz,Ocon,Yes,1
Bahrain,27,10,Bottas,Magnussen,Yes,8
Bahrain,27,11,Bottas,Russell,Yes,1
Bahrain,28,14,Giovinazzi,Raikkonen,Replay,4
Bahrain,30,15,Vettel,Raikkonen,,
Bahrain,32,10,Bottas,Leclerc,Yes,1
Bahrain,35,17,Kvyat,Magnussen,,
Bahrain,36,11,Ocon,Russell,,
Bahrain,37,10,Ocon,Ricciardo,Yes,2
Bahrain,38,4,Perez,Sainz,Yes,1
Bahrain,38,10,Ricciardo,Ocon,Yes,4
Bahrain,39,4,Albon,Sainz,Yes,1
Bahrain,40,6,Sainz,Leclerc,Yes,11
Bahrain,40,13,Kvyat,Raikkonen,,
Bahrain,41,16,Vettel,Latifi,,
Bahrain,42,11,Leclerc,Giovinazzi,,11
Bahrain,42,14,Russell,Magnussen,,
Bahrain,43,9,Bottas,Ocon,Yes,1
Bahrain,43,15,Vettel,Magnussen,Replay,1
Bahrain,44,5,Norris,Gasly,Yes,4
Bahrain,44,16,Latifi,Magnussen,Yes,1
Bahrain,45,17,Raikkonen,Magnussen,Yes,1
Bahrain,47,12,Kvyat,Giovinazzi,Yes,1
Bahrain,51,6,Sainz,Gasly,Yes,4
Bahrain,53,13,Russell,Giovinazzi,,1
Bahrain,53,14,Vettel,Giovinazzi,,
Sakhir,7,2,Sainz,Bottas,Yes,1
Sakhir,7,2,Bottas,Sainz,Yes,3
Sakhir,7,16,Perez,Fittipaldi,,
Sakhir,7,17,Perez,Raikkonen,,
Sakhir,8,9,Norris,Vettel,Yes,1
Sakhir,8,10,Albon,Vettel,,
Sakhir,8,14,Perez,Giovinazzi,,
Sakhir,8,15,Perez,Aitken,,
Sakhir,8,17,Raikkonen,Fittipaldi,,
Sakhir,9,10,Vettel,Albon,Yes,1
