Race,Lap,Position,Overtaker,Overtakee,Live,Turn
China,17,13,Grosjean,Russell,,
China,17,14,Magnussen,Russell,,
China,18,7,Verstappen,Perez,,
China,18,15,Giovinazzi,Russell,,
China,19,5,Verstappen,Vettel,Yes,14
China,19,5,Vettel,Verstappen,Yes,15
China,20,17,Sainz,Kubica,,
China,21,14,Albon,Russell,,
China,21,15,Stroll,Russell,,
China,22,10,Grosjean,Kvyat,,
China,23,6,Gasly,Raikkonen,Yes,7
China,26,10,Raikkonen,Magnussen,Yes,7
China,26,12,Albon,Giovinazzi,Yes,14
China,27,13,Stroll,Giovinazzi,Yes,14
China,28,9,Raikkonen,Grosjean,Yes,14
China,30,11,Albon,Magnussen,Replay,6
China,31,12,Stroll,Magnussen,,
China,31,17,Kvyat,Norris,,
China,39,2,Bottas,Leclerc,Yes,14
China,40,16,Kvyat,Russell,,
China,42,3,Vettel,Leclerc,Yes,14
China,43,17,Norris,Kubica,Replay,14
China,50,17,Russell,Kubica,Yes,14
China,53,14,Sainz,Giovinazzi,,
China,55,12,Stroll,Magnussen,,
Azerbaijan,3,7,Sainz,Kvyat,Background,Finish Line
Azerbaijan,3,9,Leclerc,Ricciardo,,
Azerbaijan,3,10,Stroll,Ricciardo,Yes,Finish Line
Azerbaijan,3,18,Gasly,Russell,,
Azerbaijan,4,8,Leclerc,Kvyat,Yes,2
Azerbaijan,4,9,Stroll,Kvyat,Background,Finish Line
Azerbaijan,5,6,Leclerc,Norris,Replay,1
Azerbaijan,5,7,Leclerc,Sainz,Yes,1
Azerbaijan,5,10,Ricciardo,Kvyat,Yes,1
Azerbaijan,5,11,Albon,Kvyat,Yes,2
Azerbaijan,5,15,Gasly,Grosjean,,
Azerbaijan,5,16,Gasly,Raikkonen,,
Azerbaijan,6,4,Verstappen,Perez,Yes,1
Azerbaijan,6,5,Leclerc,Perez,Yes,Finish Line
Azerbaijan,6,13,Gasly,Hulkenberg,Yes,Finish Line
Azerbaijan,6,14,Gasly,Giovinazzi,,
Azerbaijan,6,15,Grosjean,Giovinazzi,Background,Finish Line
Azerbaijan,7,12,Gasly,Magnussen,,
Azerbaijan,7,13,Hulkenberg,Magnussen,,
Azerbaijan,8,7,Sainz,Norris,Yes,Finish Line
Azerbaijan,8,13,Grosjean,Hulkenberg,,
Azerbaijan,9,4,Leclerc,Verstappen,Yes,Finish Line
Azerbaijan,10,6,Gasly,Stroll,Yes,13
Azerbaijan,10,7,Gasly,Ricciardo,Yes,3
Azerbaijan,10,8,Gasly,Albon,Replay,1
Azerbaijan,11,8,Grosjean,Albon,,
Azerbaijan,11,11,Norris,Russell,,
Azerbaijan,11,13,Kvyat,Kubica,,
Azerbaijan,11,19,Giovinazzi,Hulkenberg,,
Azerbaijan,11,19,Hulkenberg,Giovinazzi,Yes,2
Azerbaijan,12,9,Perez,Albon,,
Azerbaijan,12,10,Norris,Albon,,
Azerbaijan,12,11,Kvyat,Russell,,
Azerbaijan,12,14,Magnussen,Kubica,,
Azerbaijan,13,12,Magnussen,Russell,,
Azerbaijan,13,14,Raikkonen,Kubica,,
Azerbaijan,14,7,Perez,Grosjean,,
Azerbaijan,14,13,Raikkonen,Russell,,
Azerbaijan,15,8,Norris,Grosjean,Yes,1
Azerbaijan,15,14,Ricciardo,Russell,,
Azerbaijan,16,9,Sainz,Grosjean,Yes,1
Azerbaijan,16,15,Stroll,Russell,,
Azerbaijan,16,16,Hulkenberg,Russell,,
Azerbaijan,17,17,Giovinazzi,Russell,,
Azerbaijan,18,10,Kvyat,Grosjean,Yes,1
Azerbaijan,18,18,Albon,Russell,,
Azerbaijan,19,13,Ricciardo,Raikkonen,Replay,1
Azerbaijan,20,14,Stroll,Raikkonen,Replay,1
Azerbaijan,21,12,Ricciardo,Magnussen,Yes,1
Azerbaijan,24,15,Hulkenberg,Grosjean,Yes,Finish Line
Azerbaijan,24,16,Giovinazzi,Grosjean,Yes,Finish Line
Azerbaijan,25,12,Stroll,Magnussen,,
Azerbaijan,25,15,Giovinazzi,Hulkenberg,,
Azerbaijan,25,17,Albon,Grosjean,,
Azerbaijan,27,13,Raikkonen,Magnussen,Yes,1
Azerbaijan,27,16,Albon,Hulkenberg,Yes,3
Azerbaijan,32,1,Bottas,Leclerc,Yes,1
Azerbaijan,32,12,Giovinazzi,Magnussen,,
Azerbaijan,33,2,Hamilton,Leclerc,Yes,1
Azerbaijan,33,12,Albon,Giovinazzi,,
Azerbaijan,33,13,Albon,Magnussen,,
Azerbaijan,36,5,Leclerc,Gasly,Yes,3
Spain,2,17,Hulkenberg,Kubica,,
Spain,3,19,Raikkonen,Russell,,
Spain,5,18,Raikkonen,Kubica,,
Spain,6,15,Norris,Giovinazzi,,
Spain,10,15,Hulkenberg,Norris,,
Spain,11,18,Russell,Kubica,,
Spain,20,19,Giovinazzi,Kubica,,
Spain,21,8,Vettel,Albon,,
Spain,23,18,Giovinazzi,Russell,,
Spain,24,9,Ricciardo,Sainz,Replay,1
Spain,24,15,Kvyat,Raikkonen,Yes,5
Spain,26,9,Magnussen,Norris,,
Spain,26,14,Sainz,Ricciardo,,
Spain,27,7,Hulkenberg,Grosjean,,
Spain,27,7,Grosjean,Hulkenberg,Replay,10
Spain,28,11,Albon,Raikkonen,,
Spain,33,8,Magnussen,Hulkenberg,,
Spain,33,9,Kvyat,Hulkenberg,,
Spain,36,8,Kvyat,Magnussen,Replay,1
Spain,41,5,Vettel,Gasly,Yes,10
Spain,53,7,Magnussen,Grosjean,Yes,1
Spain,53,9,Sainz,Kvyat,Background,1
Spain,56,12,Ricciardo,Hulkenberg,,
Spain,57,14,Raikkonen,Perez,,
Spain,59,8,Sainz,Grosjean,Yes,1
Spain,61,9,Kvyat,Grosjean,Yes,1
Monaco,2,13,Leclerc,Norris,Replay,Loews
Monaco,7,12,Leclerc,Grosjean,Yes,Rascasse
Canada,2,16,Raikkonen,Kubica,,
Canada,3,16,Grosjean,Kubica,,
Canada,4,14,Raikkonen,Russell,,
Canada,4,17,Magnussen,Kubica,,
Canada,6,8,Verstappen,Norris,Yes,13
Canada,6,12,Stroll,Giovinazzi,,
Canada,6,14,Grosjean,Russell,,
Canada,6,17,Sainz,Kubica,,
Canada,8,15,Magnussen,Russell,,
Canada,9,15,Sainz,Russell,,
Canada,9,18,Albon,Kubica,,
Canada,10,8,Stroll,Perez,,
Canada,10,10,Ricciardo,Giovinazzi,,
Canada,10,14,Sainz,Magnussen,,
Canada,11,10,Gasly,Giovinazzi,Background,13
Canada,12,7,Ricciardo,Stroll,Yes,13
Canada,14,13,Kvyat,Magnussen,Replay,1
Canada,14,14,Perez,Magnussen,Replay,8
Canada,15,15,Raikkonen,Magnussen,,
Canada,16,11,Sainz,Grosjean,,
Canada,25,17,Albon,Russell,,
Canada,27,12,Kvyat,Grosjean,,13
Canada,32,11,Kvyat,Giovinazzi,,
Canada,32,13,Perez,Grosjean,Yes,1
Canada,35,3,Leclerc,Verstappen,Yes,13
Canada,38,5,Bottas,Ricciardo,Yes,13
Canada,50,6,Verstappen,Hulkenberg,Yes,13
Canada,51,5,Verstappen,Ricciardo,Replay,13
Canada,66,9,Stroll,Sainz,Yes,13
Canada,67,10,Kvyat,Sainz,Yes,1
France,3,17,Grosjean,Kubica,Background,8
France,3,19,Kvyat,Russell,,
France,4,18,Kvyat,Kubica,,
France,5,6,Vettel,Norris,Yes,8
France,6,9,Ricciardo,Giovinazzi,Yes,8
France,6,10,Raikkonen,Giovinazzi,Yes,10
France,7,5,Vettel,Sainz,Yes,8
France,7,11,Hulkenberg,Giovinazzi,Replay,8
France,8,16,Kvyat,Grosjean,Replay,8
France,12,13,Stroll,Magnussen,Yes,8
France,14,14,Albon,Magnussen,Replay,9
France,15,15,Kvyat,Magnussen,Yes,10
France,15,19,Giovinazzi,Russell,,
France,16,17,Giovinazzi,Kubica,,
France,18,14,Ricciardo,Gasly,Yes,8
France,18,18,Russell,Kubica,,
France,20,11,Norris,Kvyat,Yes,8
France,20,19,Magnussen,Kubica,,
France,24,18,Magnussen,Russell,Replay,8
France,26,16,Giovinazzi,Albon,Replay,8
France,27,12,Ricciardo,Grosjean,Yes,8
France,28,13,Gasly,Grosjean,Yes,8
France,29,16,Albon,Giovinazzi,Yes,10
France,32,10,Ricciardo,Kvyat,Yes,8
France,47,14,Kvyat,Albon,Replay,8
France,51,16,Giovinazzi,Magnussen,,
France,52,7,Raikkonen,Ricciardo,Replay,9
France,52,9,Hulkenberg,Norris,Replay,9
Austria,2,16,Sainz,Kubica,Background,4
Austria,3,15,Sainz,Grosjean,,
Austria,3,18,Albon,Kubica,,
Austria,4,5,Vettel,Norris,Yes,3
Austria,4,10,Perez,Magnussen,,
Austria,4,18,Russell,Kvyat,,
Austria,4,19,Russell,Kubica,,
Austria,4,19,Kvyat,Kubica,,
Austria,5,11,Hulkenberg,Magnussen,,
Austria,6,4,Vettel,Raikkonen,Replay,3
Austria,6,12,Stroll,Magnussen,,
Austria,7,6,Verstappen,Norris,Yes,3
Austria,7,13,Ricciardo,Magnussen,,
Austria,8,14,Sainz,Magnussen,,
Austria,8,14,Magnussen,Sainz,,
Austria,9,6,Verstappen,Raikkonen,Yes,3
Austria,9,14,Sainz,Magnussen,,
Austria,10,16,Albon,Grosjean,Yes,1
Austria,11,15,Albon,Magnussen,Yes,3
Austria,11,15,Magnussen,Albon,Yes,4
Austria,14,6,Norris,Raikkonen,Yes,14
Austria,15,18,Kvyat,Russell,,
Austria,22,19,Magnussen,Kubica,,
Austria,23,6,Vettel,Gasly,Yes,3
Austria,23,13,Sainz,Ricciardo,,
Austria,26,14,Giovinazzi,Grosjean,Yes,3
Austria,27,9,Norris,Albon,,
Austria,27,16,Stroll,Kvyat,,
Austria,29,14,Hulkenberg,Grosjean,,
Austria,30,9,Raikkonen,Albon,,
Austria,30,10,Gasly,Albon,,
Austria,31,15,Stroll,Grosjean,,
Austria,32,9,Gasly,Raikkonen,Replay,4
Austria,33,11,Giovinazzi,Albon,,
Austria,35,12,Perez,Albon,,
Austria,41,7,Norris,Ricciardo,Yes,4
Austria,44,7,Gasly,Ricciardo,Replay,2
Austria,45,13,Sainz,Stroll,,
Austria,47,11,Sainz,Hulkenberg,,
Austria,49,10,Sainz,Perez,,
Austria,50,3,Verstappen,Vettel,Yes,4
Austria,51,9,Sainz,Giovinazzi,,
Austria,53,8,Sainz,Raikkonen,,
Austria,56,2,Verstappen,Bottas,Yes,3
Austria,64,13,Ricciardo,Stroll,,
Austria,68,1,Verstappen,Leclerc,Yes,3
Austria,68,1,Leclerc,Verstappen,Yes,4
Austria,69,1,Verstappen,Leclerc,Yes,3
Austria,70,4,Vettel,Hamilton,Yes,4
Austria,70,12,Ricciardo,Hulkenberg,,
Great Britain,3,13,Perez,Giovinazzi,,
Great Britain,3,14,Stroll,Giovinazzi,,
Great Britain,4,1,Hamilton,Bottas,Yes,Luffield
Great Britain,4,1,Bottas,Hamilton,Yes,Copse
Great Britain,4,15,Kvyat,Giovinazzi,,
Great Britain,5,12,Perez,Raikkonen,,
Great Britain,12,5,Gasly,Vettel,Yes,Village
Great Britain,12,9,Albon,Hulkenberg,,
Great Britain,14,4,Leclerc,Verstappen,Yes,Aintree
Great Britain,14,11,Ricciardo,Norris,,
Great Britain,14,17,Kvyat,Stroll,,
Great Britain,15,13,Albon,Russell,,
Great Britain,16,14,Hulkenberg,Russell,,
Great Britain,16,16,Kvyat,Kubica,,
Great Britain,16,17,Stroll,Kubica,,
Great Britain,18,9,Ricciardo,Giovinazzi,,
Great Britain,19,13,Kvyat,Russell,,
Great Britain,19,14,Kvyat,Raikkonen,,
Great Britain,20,14,Raikkonen,Russell,,
Great Britain,24,5,Leclerc,Verstappen,Yes,Vale
Great Britain,24,5,Verstappen,Leclerc,Yes,Club
Great Britain,24,10,Ricciardo,Hulkenberg,Yes,Brooklands
Great Britain,25,9,Ricciardo,Albon,Yes,Luffield
Great Britain,36,5,Leclerc,Gasly,Yes,Loop
Great Britain,37,3,Verstappen,Vettel,Yes,Stowe
Great Britain,39,11,Kvyat,Stroll,,
Great Britain,41,13,Stroll,Russell,,
Great Britain,43,8,Raikkonen,Albon,Yes,Stowe
Great Britain,43,10,Kvyat,Hulkenberg,,
Great Britain,45,10,Kvyat,Albon,,
Great Britain,49,15,Vettel,Kubica,,
Great Britain,51,10,Hulkenberg,Albon,,
Great Britain,52,11,Norris,Albon,,
Germany,2,3,Verstappen,Raikkonen,Yes,6
Germany,2,10,Perez,Magnussen,,1
Germany,2,10,Magnussen,Perez,,2
Germany,2,10,Perez,Magnussen,,4
Germany,2,10,Magnussen,Perez,,6
Germany,2,12,Ricciardo,Giovinazzi,,4
Germany,2,12,Giovinazzi,Ricciardo,,6
Germany,2,13,Vettel,Ricciardo,,6
Germany,2,18,Norris,Russell,,10
Germany,5,2,Bottas,Magnussen,Yes,2
Germany,5,3,Verstappen,Magnussen,Yes,6
Germany,5,5,Leclerc,Stroll,Background,2
Germany,5,6,Hulkenberg,Stroll,,7
Germany,5,8,Raikkonen,Norris,Replay,17
Germany,5,9,Raikkonen,Russell,,6
Germany,5,10,Vettel,Russell,,6
Germany,5,10,Sainz,Russell,,12
Germany,5,10,Raikkonen,Kubica,,2
Germany,5,11,Vettel,Kubica,,4
Germany,5,12,Sainz,Kubica,,4
Germany,5,13,Albon,Kubica,,6
Germany,6,4,Leclerc,Magnussen,Yes,2
Germany,6,5,Hulkenberg,Magnussen,Yes,4
Germany,6,7,Raikkonen,Stroll,,7
Germany,6,8,Vettel,Stroll,,12
Germany,6,9,Vettel,Norris,,2
Germany,6,10,Sainz,Norris,,6
Germany,6,11,Albon,Norris,,17
Germany,6,12,Albon,Russell,,2
Germany,6,13,Giovinazzi,Russell,,12
Germany,6,14,Giovinazzi,Kubica,,3
Germany,6,15,Giovinazzi,Grosjean,,2
Germany,6,15,Grosjean,Kubica,,6
Germany,6,16,Ricciardo,Kubica,Background/R,6
Germany,6,18,Gasly,Ricciardo,,5
Germany,7,6,Raikkonen,Magnussen,Yes,4
Germany,7,9,Sainz,Stroll,Background,5
Germany,7,10,Albon,Stroll,,16
Germany,7,13,Grosjean,Russell,,2
Germany,7,14,Ricciardo,Russell,,
Germany,7,15,Kvyat,Russell,,
Germany,7,16,Gasly,Russell,,
Germany,7,16,Kvyat,Kubica,,
Germany,7,17,Gasly,Kubica,,
Germany,8,6,Raikkonen,Magnussen,Yes,2
Germany,8,7,Vettel,Magnussen,Yes,5
Germany,8,8,Sainz,Magnussen,Yes,7
Germany,14,12,Gasly,Kvyat,Yes,6
Germany,18,5,Hulkenberg,Raikkonen,Yes,6
Germany,18,10,Gasly,Grosjean,,
Germany,20,15,Stroll,Magnussen,Replay,6
Germany,28,9,Sainz,Gasly,,
Germany,28,12,Magnussen,Grosjean,,
Germany,34,8,Gasly,Vettel,Yes,1
Germany,34,8,Vettel,Gasly,Background,6
Germany,34,12,Grosjean,Magnussen,Background,1
Germany,36,4,Hamilton,Albon,Yes,7
Germany,37,2,Bottas,Hulkenberg,Yes,6
Germany,38,3,Hamilton,Hulkenberg,Yes,6
Germany,40,13,Stroll,Russell,,
Germany,46,3,Albon,Hamilton,,4
Germany,46,3,Hamilton,Albon,Yes,6
Germany,46,4,Sainz,Albon,Yes,6
Germany,46,5,Vettel,Giovinazzi,Yes,4
Germany,46,5,Gasly,Albon,Yes,9
Germany,46,6,Raikkonen,Albon,Yes,10
Germany,46,7,Vettel,Albon,Yes,12
Germany,46,12,Stroll,Kubica,,
Germany,47,5,Stroll,Russell,,
Germany,47,6,Verstappen,Russell,,
Germany,47,7,Kvyat,Russell,,
Germany,47,11,Magnussen,Gasly,,
Germany,47,12,Magnussen,Albon,,
Germany,48,1,Verstappen,Stroll,Replay,5
Germany,48,7,Albon,Gasly,Yes,6
Germany,48,10,Grosjean,Raikkonen,Background,6
Germany,48,13,Giovinazzi,Russell,,
Germany,50,6,Albon,Magnussen,Yes,5
Germany,51,2,Kvyat,Stroll,Yes,5
Germany,51,7,Vettel,Magnussen,,
Germany,51,8,Vettel,Gasly,,
Germany,51,14,Kubica,Russell,,
Germany,52,8,Gasly,Magnussen,,
Germany,54,6,Vettel,Albon,,
Germany,54,9,Grosjean,Magnussen,Yes,1
Germany,54,10,Raikkonen,Magnussen,Yes,6
Germany,55,9,Raikkonen,Grosjean,,
Germany,56,11,Giovinazzi,Magnussen,,
Germany,60,4,Vettel,Sainz,Yes,6
Germany,61,13,Hamilton,Russell,,
Germany,62,3,Vettel,Stroll,Yes,6
Germany,62,8,Giovinazzi,Grosjean,Background+R,6
Germany,62,11,Hamilton,Kubica,,
Germany,63,2,Vettel,Kvyat,Yes,2
Hungary,2,4,Vettel,Bottas,Yes,1
Hungary,8,13,Kvyat,Russell,,1
Hungary,8,17,Ricciardo,Giovinazzi,Replay,1
Hungary,10,16,Ricciardo,Stroll,Yes,2
Hungary,11,19,Bottas,Kubica,,1
Hungary,12,14,Magnussen,Russell,,2
Hungary,13,18,Bottas,Giovinazzi,Replay,1
Hungary,14,15,Ricciardo,Russell,,3
Hungary,14,17,Bottas,Stroll,Replay,2
Hungary,15,16,Bottas,Russell,Yes,1
Hungary,18,12,Kvyat,Albon,Yes,4
Hungary,24,15,Kvyat,Grosjean,,1
Hungary,31,10,Norris,Ricciardo,Yes,1
Hungary,32,6,Gasly,Hulkenberg,Yes,1
Hungary,32,11,Bottas,Ricciardo,Replay,1
Hungary,33,7,Raikkonen,Hulkenberg,,1
Hungary,33,9,Norris,Magnussen,Yes,1
Hungary,34,10,Bottas,Magnussen,Yes,1
Hungary,49,11,Bottas,Albon,Yes,1
Hungary,50,10,Bottas,Kvyat,Yes,2
Hungary,51,9,Bottas,Perez,Yes,1
Hungary,52,18,Stroll,Kubica,,1
Hungary,60,17,Stroll,Giovinazzi,,1
Hungary,61,11,Albon,Kvyat,,1
Hungary,63,8,Bottas,Norris,Replay,1
Hungary,64,10,Albon,Perez,,1
Hungary,65,12,Hulkenberg,Kvyat,,2
Hungary,67,1,Hamilton,Verstappen,Yes,1
Hungary,67,13,Magnussen,Kvyat,,1
Hungary,67,14,Ricciardo,Kvyat,,1
Hungary,68,3,Vettel,Leclerc,Yes,1
Belgium,5,13,Hulkenberg,Albon,,
Belgium,5,16,Ricciardo,Kubica,,Les Combes
Belgium,6,15,Ricciardo,Russell,,Les Combes
Belgium,6,17,Raikkonen,Kubica,,Les Combes
Belgium,7,16,Raikkonen,Russell,,Les Combes
Belgium,10,7,Perez,Magnussen,Yes,Les Combes
Belgium,11,8,Gasly,Magnussen,Yes,Les Combes
Belgium,12,9,Stroll,Magnussen,Yes,Les Combes
Belgium,13,10,Kvyat,Magnussen,Yes,Les Combes
Belgium,14,9,Giovinazzi,Magnussen,Yes,Les Combes
Belgium,14,11,Albon,Magnussen,Yes,Bus-stop
Belgium,14,16,Gasly,Kubica,,Les Combes
Belgium,14,17,Hulkenberg,Kubica,,
Belgium,15,14,Gasly,Russell,,
Belgium,15,17,Stroll,Kubica,,
Belgium,16,10,Ricciardo,Magnussen,Replay,Les Combes
Belgium,17,4,Vettel,Norris,,Les Combes
Belgium,17,12,Perez,Raikkonen,Yes,Les Combes
Belgium,17,13,Gasly,Raikkonen,Yes,Les Combes
Belgium,17,15,Hulkenberg,Russell,Yes,Les Combes
Belgium,17,16,Stroll,Russell,Yes,Les Combes
Belgium,18,10,Grosjean,Magnussen,,
Belgium,18,11,Perez,Magnussen,Yes,Les Combes
Belgium,18,12,Gasly,Magnussen,Aftermath,Bus-stop
Belgium,18,14,Hulkenberg,Raikkonen,Yes,La Source
Belgium,19,15,Stroll,Raikkonen,Background,Les Combes
Belgium,20,6,Norris,Giovinazzi,Yes,Les Combes
Belgium,20,13,Hulkenberg,Magnussen,Replay,Les Combes
Belgium,21,5,Norris,Kvyat,Yes,Les Combes
Belgium,21,14,Stroll,Magnussen,,Les Combes
Belgium,24,9,Perez,Grosjean,Replay,Les Combes
Belgium,24,14,Albon,Magnussen,,
Belgium,26,7,Perez,Ricciardo,Replay,Les Combes
Belgium,27,12,Kvyat,Stroll,,Les Combes
Belgium,28,17,Magnussen,Kubica,,Les Combes
Belgium,29,6,Perez,Giovinazzi,,
Belgium,29,11,Kvyat,Hulkenberg,,
Belgium,29,13,Albon,Stroll,,
Belgium,29,15,Magnussen,Raikkonen,,
Belgium,29,16,Magnussen,Russell,,
Belgium,31,9,Kvyat,Gasly,,
Belgium,31,11,Albon,Hulkenberg,,
Belgium,32,2,Hamilton,Vettel,Yes,Les Combes
Belgium,32,10,Albon,Gasly,Yes,Les Combes
Belgium,33,8,Kvyat,Grosjean,,
Belgium,33,9,Albon,Grosjean,,
Belgium,34,7,Kvyat,Ricciardo,Yes,Les Combes
Belgium,34,7,Albon,Ricciardo,Yes,No-name
Belgium,34,10,Gasly,Grosjean,Background,Les Combes
Belgium,35,11,Giovinazzi,Grosjean,Yes,Les Combes
Belgium,37,7,Albon,Kvyat,Yes,Les Combes
Belgium,37,10,Giovinazzi,Gasly,Yes,Les Combes
Belgium,37,17,Raikkonen,Kubica,,Les Combes
Belgium,38,9,Giovinazzi,Ricciardo,Replay,No-name
Belgium,39,10,Gasly,Ricciardo,Yes,Les Combes
Belgium,40,11,Hulkenberg,Ricciardo,Replay,Blanchimont
Belgium,40,12,Stroll,Ricciardo,Replay,Bus-stop
Belgium,40,12,Hulkenberg,Grosjean,Yes,Les Combes
Belgium,40,13,Stroll,Grosjean,Yes,Les Combes
Belgium,41,14,Magnussen,Grosjean,Background,Pouhon
Belgium,42,13,Magnussen,Ricciardo,,
Belgium,42,14,Grosjean,Ricciardo,,
Belgium,44,5,Albon,Perez,Replay,Les Combes
Italy,2,4,Vettel,Hulkenberg,Yes,1
Italy,2,13,Gasly,Kubica,,
Italy,3,8,Albon,Sainz,Yes,4
Italy,3,8,Sainz,Albon,Yes,6
Italy,3,16,Perez,Grosjean,,
Italy,4,15,Perez,Russell,,
Italy,5,5,Ricciardo,Hulkenberg,Yes,1
Italy,5,14,Perez,Kubica,,
Italy,5,16,Grosjean,Russell,,
Italy,5,17,Norris,Russell,,
Italy,6,15,Grosjean,Kubica,,
Italy,6,18,Raikkonen,Russell,,
Italy,7,14,Norris,Kubica,,
Italy,8,13,Norris,Gasly,,
Italy,9,9,Kvyat,Magnussen,,
Italy,9,15,Raikkonen,Kubica,,
Italy,10,16,Russell,Kubica,,
Italy,10,17,Verstappen,Kubica,,
Italy,11,16,Verstappen,Russell,,
Italy,15,7,Albon,Giovinazzi,Yes,1
Italy,15,15,Verstappen,Raikkonen,Yes,1
Italy,18,13,Verstappen,Gasly,Yes,1
Italy,22,3,Leclerc,Hulkenberg,Yes,11
Italy,22,10,Verstappen,Norris,,
Italy,23,4,Hamilton,Hulkenberg,Yes,1
Italy,23,19,Vettel,Grosjean,,
