,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
10,211,55,alesi,22,14,20,Spun off,136327,266857.0,390389.0,509724.0,631085.0,750291.0,868372.0,985132.0,1100583.0,1217147.0,1334066.0,1451645.0,1567980.0,1684398.0,1801665.0,1918092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,211,56,irvine,6,3,1,Finished,136849,267503.0,387252.0,506337.0,623389.0,739437.0,854861.0,971133.0,1087033.0,1203146.0,1319451.0,1438006.0,1556058.0,1672212.0,1787799.0,1904445.0,2020681.0,2137239.0,2253628.0,2369920.0,2485700.0,2601992.0,2718245.0,2834028.0,2950377.0,3065817.0,3182278.0,3299145.0,3414126.0,3529623.0,3645231.0,3760346.0,3878114.0,3996301.0,4115374.0,4232338.0,4349823.0,4467419.0,4584557.0,4701029.0,4817461.0,4933336.0,5049714.0,5166256.0,5299973.0,5420363.0,5535869.0,5650071.0,5765156.0,5880597.0,5995708.0,6111507.0,6227401.0,6344840.0,6461336.0,6577864.0,6695036.0,6812106.0,6929773.0,7047678.0,7165742.0,7287762.0
15,211,71,damon_hill,21,21,4,Collision,137648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,211,77,berger,22,9,12,+2 Laps,138281,269642.0,392401.0,512017.0,635126.0,753184.0,870742.0,986583.0,1103158.0,1273033.0,1402308.0,1521317.0,1640526.0,1762835.0,1884121.0,2003687.0,2121582.0,2240007.0,2358652.0,2480008.0,2597814.0,2714848.0,2831967.0,2952513.0,3072533.0,3190468.0,3310900.0,3431459.0,3549893.0,3666753.0,3784895.0,3904247.0,4024293.0,4144928.0,4267132.0,4389818.0,4512204.0,4633911.0,4754903.0,4872263.0,4992829.0,5108719.0,5225628.0,5343751.0,5461336.0,5579387.0,5697994.0,5816486.0,5934109.0,6052005.0,6170286.0,6289670.0,6411115.0,6531300.0,6650890.0,6770106.0,6888557.0,7007883.0,7126258.0,7244161.0,,
13,211,63,salo,25,5,11,+1 Lap,139158,268391.0,388859.0,509091.0,628515.0,746289.0,862895.0,979157.0,1096817.0,1214777.0,1332849.0,1450144.0,1566557.0,1683328.0,1800253.0,1917112.0,2034503.0,2151411.0,2266894.0,2382666.0,2498937.0,2613905.0,2729304.0,2844363.0,2959421.0,3075434.0,3192151.0,3311583.0,3429316.0,3546356.0,3662630.0,3779032.0,3895951.0,4013881.0,4134184.0,4254280.0,4374992.0,4495238.0,4614945.0,4734056.0,4852496.0,4969193.0,5085505.0,5205153.0,5325742.0,5443470.0,5560898.0,5679124.0,5797114.0,5915208.0,6032974.0,6151454.0,6269209.0,6388653.0,6506851.0,6624584.0,6743633.0,6864109.0,6983424.0,7100865.0,7218245.0,
9,211,50,verstappen,25,8,12,+2 Laps,140261,271805.0,396459.0,516008.0,637967.0,757328.0,874836.0,992837.0,1110850.0,1229011.0,1346289.0,1463420.0,1580735.0,1697517.0,1815226.0,1932268.0,2050279.0,2166931.0,2283388.0,2401005.0,2516594.0,2632198.0,2747243.0,2863001.0,2979363.0,3096570.0,3213348.0,3330988.0,3448804.0,3568680.0,3686719.0,3804090.0,3920977.0,4048126.0,4168816.0,4292761.0,4415148.0,4537056.0,4657786.0,4777968.0,4914125.0,5041594.0,5187025.0,5308172.0,5429139.0,5550755.0,5672245.0,5792056.0,5911677.0,6030621.0,6150315.0,6272110.0,6391039.0,6510162.0,6628558.0,6746681.0,6865304.0,6984416.0,7103080.0,7220197.0,,
1,211,15,trulli,18,18,20,Spun off,142487,273242.0,397663.0,520417.0,652046.0,772638.0,892676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,211,76,magnussen,24,7,11,+1 Lap,142547,270394.0,392846.0,512278.0,636897.0,754352.0,871981.0,988224.0,1104689.0,1222173.0,1338187.0,1454836.0,1572164.0,1687941.0,1804289.0,1922568.0,2040538.0,2158020.0,2274851.0,2391860.0,2507749.0,2624201.0,2739984.0,2855750.0,2972510.0,3089376.0,3204679.0,3322035.0,3438775.0,3555281.0,3672147.0,3788247.0,3905926.0,4026259.0,4146668.0,4267792.0,4389873.0,4509924.0,4627900.0,4745689.0,4865686.0,4983575.0,5101042.0,5218180.0,5354993.0,5504448.0,5626008.0,5747404.0,5864549.0,5982539.0,6100519.0,6217415.0,6335317.0,6453651.0,6571769.0,6690926.0,6808957.0,6926185.0,7072267.0,7190497.0,7312517.0,
20,211,79,katayama,18,10,12,+2 Laps,144329,275291.0,401171.0,523891.0,645125.0,764684.0,882607.0,1000683.0,1118746.0,1240313.0,1359206.0,1477131.0,1596314.0,1715523.0,1836690.0,1955666.0,2078198.0,2200670.0,2321860.0,2440604.0,2559824.0,2678868.0,2795301.0,2911402.0,3028531.0,3146757.0,3266842.0,3386177.0,3503195.0,3620588.0,3740319.0,3859713.0,3979776.0,4098967.0,4221846.0,4343240.0,4463143.0,4590218.0,4715845.0,4862336.0,4995716.0,5117699.0,5239953.0,5362899.0,5486350.0,5607579.0,5728797.0,5848775.0,5967848.0,6086778.0,6207679.0,6329460.0,6450203.0,6571364.0,6699773.0,6821135.0,6942384.0,7063462.0,7183327.0,7309612.0,,
16,211,75,nakano,20,12,20,Spun off,145525,276706.0,401950.0,526157.0,647003.0,766902.0,885685.0,1003692.0,1123447.0,1246669.0,1365848.0,1488953.0,1605975.0,1727175.0,1849253.0,1968098.0,2091213.0,2208227.0,2325133.0,2442416.0,2560478.0,2679437.0,2797077.0,2916472.0,3034892.0,3152372.0,3270631.0,3389196.0,3507027.0,3624831.0,3742147.0,3860580.0,3980878.0,4101049.0,4224264.0,4345302.0,,,,,,,,,,,,,,,,,,,,,,,,,,
